date,americano,cafelatte,cafemoca,caramelmatk,icedamericano
2017-08-30,39.26429,20.75169,15.95361,30.34786,5.75769
2017-08-31,34.18632,18.39264,15.19392,30.26789,6.03758
2017-09-01,36.82526,19.75209,15.03398,31.46741,5.91763
2017-09-02,34.70611,21.27149,17.11315,31.38744,5.91763
2017-09-03,35.78568,22.47101,18.11275,35.02598,6.67732
2017-09-04,36.50539,20.39184,14.71411,29.34826,6.2375
2017-09-05,39.02439,21.55137,17.07317,31.18752,6.31747
2017-09-06,35.86565,22.39104,18.91243,32.9868,5.71771
2017-09-07,37.66493,20.79168,18.43262,30.70771,7.83686
2017-09-08,34.94602,20.15193,16.39344,31.30747,7.55697
2017-09-09,34.70611,20.2319,15.15393,32.62694,6.39744
2017-09-10,39.18432,24.79008,19.19232,33.7465,6.19752
2017-09-11,40.46381,21.43142,17.55297,33.02678,6.11755
2017-09-12,37.14514,21.95121,17.51299,32.38704,5.39784
2017-09-13,37.50499,22.79088,17.75289,30.90763,6.35745
2017-09-14,40.06397,22.43102,17.67293,30.58776,4.91803
2017-09-15,38.9844,20.59176,15.9936,30.58776,6.19752
2017-09-16,41.66333,23.63054,18.55257,32.62694,4.39824
2017-09-17,42.06317,26.38944,21.75129,33.34666,5.75769
2017-09-18,42.26309,22.15113,17.47301,30.82766,5.63774
2017-09-19,45.90163,21.55137,18.91243,33.46661,5.27788
2017-09-20,45.38184,23.47061,17.71291,30.26789,5.9976
2017-09-21,38.22471,22.55097,19.03238,31.54738,4.998
2017-09-22,40.7437,20.47181,16.63334,30.58776,5.39784
2017-09-23,36.26549,23.07077,18.9924,32.26709,4.55817
2017-09-24,42.30307,25.82966,19.95201,34.7461,6.35745
2017-09-25,38.70451,21.71131,17.15313,30.14794,5.79768
2017-09-26,39.22431,20.9916,19.71211,33.18672,5.9976
2017-09-27,39.7441,24.11035,19.03238,33.78648,4.67812
2017-09-28,38.94442,22.07117,17.95281,30.2279,4.59816
2017-09-29,32.66693,19.59216,18.79248,28.18872,4.31827
2017-09-30,30.38784,18.71251,15.91363,26.38944,4.11835
2017-10-01,33.10675,21.9912,19.59216,28.38864,3.63854
2017-10-02,36.30547,19.2323,15.71371,27.50899,4.4782
2017-10-03,33.34666,18.43262,18.79248,28.66853,4.15833
2017-10-04,31.7473,21.07157,17.95281,30.02798,4.2383
2017-10-05,33.14674,23.35065,20.39184,32.38704,4.07836
2017-10-06,35.82566,25.90963,23.83046,35.30587,3.87844
2017-10-07,38.18472,25.10995,20.83166,35.7457,4.11835
2017-10-08,37.62495,24.2303,23.27069,32.94682,3.11875
2017-10-09,40.42383,25.06997,19.07237,35.30587,5.43782
2017-10-10,39.82407,22.19112,16.91323,30.70771,3.83846
2017-10-11,41.38344,23.19072,19.67213,34.10635,3.83846
2017-10-12,39.30427,24.19032,22.51099,34.54618,3.91843
2017-10-13,44.06237,25.54978,20.79168,36.14554,3.35865
2017-10-14,37.42502,27.26909,23.55057,33.06677,3.19872
2017-10-15,40.42383,26.62934,22.15113,35.94562,3.63854
2017-10-16,42.14314,24.47021,21.91123,36.62534,4.67812
2017-10-17,42.7429,26.78928,21.07157,35.46581,4.2383
2017-10-18,41.70331,26.9892,22.95081,35.58576,4.4782
2017-10-19,40.94362,25.54978,21.9912,34.42622,3.95841
2017-10-20,35.66573,23.83046,18.51259,30.78768,4.51819
2017-10-21,34.66613,22.55097,19.83206,32.66693,3.27868
2017-10-22,40.02399,24.67013,22.71091,35.42582,3.55857
2017-10-23,40.38384,24.91003,25.02998,34.2263,3.83846
2017-10-24,42.42303,25.7497,20.03198,37.18512,3.51859
2017-10-25,37.82487,22.59096,19.95201,35.7457,3.95841
2017-10-26,37.62495,24.99,18.71251,34.7461,3.35865
2017-10-27,34.7461,22.95081,17.83286,32.70691,3.11875
2017-10-28,32.30707,22.19112,17.07317,32.78688,2.9988
2017-10-29,36.70531,23.67053,19.35225,38.14474,3.79848
2017-10-30,37.58496,23.71051,18.95241,36.62534,3.51859
2017-10-31,34.42622,21.67133,20.91163,31.82726,3.31867
2017-11-01,35.66573,22.11115,18.19272,31.78728,3.63854
2017-11-02,37.06517,23.43062,20.19192,34.62614,3.31867
2017-11-03,35.18592,23.15073,19.71211,31.7473,3.51859
2017-11-04,37.50499,24.27029,18.87245,32.78688,2.91883
2017-11-05,37.46501,24.27029,21.11155,34.94602,3.55857
2017-11-06,35.94562,25.10995,20.15193,34.58616,3.27868
2017-11-07,40.02399,25.06997,17.11315,33.46661,3.75849
2017-11-08,39.22431,24.75009,18.67253,34.02638,3.75849
2017-11-09,33.86645,22.07117,18.43262,33.38664,3.35865
2017-11-10,29.86805,22.55097,18.95241,30.7477,3.15873
2017-11-11,29.34826,22.75089,20.95161,31.66733,2.03918
2017-11-12,30.94762,23.03078,20.19192,33.94642,2.91883
2017-11-13,32.14714,21.47141,18.67253,33.02678,3.2387
2017-11-14,33.14674,23.91043,19.07237,34.986,2.55897
2017-11-15,33.38664,24.07037,19.87205,31.66733,2.51899
2017-11-16,34.26629,26.46941,21.31147,35.54578,3.27868
2017-11-17,34.82606,23.71051,19.55217,30.38784,3.27868
2017-11-18,31.54738,28.66853,20.2319,33.78648,2.35905
2017-11-19,35.30587,28.18872,22.87085,34.82606,2.51899
2017-11-20,34.46621,29.62814,20.27189,36.70531,2.9988
2017-11-21,33.78648,26.66933,19.83206,34.14634,3.79848
2017-11-22,37.30507,30.7477,22.63094,37.38504,1.9992
2017-11-23,35.82566,28.50859,22.39104,35.50579,2.9988
2017-11-24,29.2283,25.34986,18.95241,33.30667,2.67892
2017-11-25,29.14834,22.9908,20.15193,30.9876,1.83926
2017-11-26,30.86765,27.34906,20.39184,34.58616,2.15913
2017-11-27,36.2255,25.50979,18.91243,31.46741,3.11875
2017-11-28,35.86565,25.54978,20.15193,33.06677,3.83846
2017-11-29,34.70611,26.46941,19.79208,31.66733,3.39864
2017-11-30,30.94762,25.50979,20.51179,34.78608,2.2391
2017-12-01,27.7489,23.83046,18.79248,32.62694,1.95921
2017-12-02,28.30867,26.94922,22.95081,32.50699,2.15913
2017-12-03,33.2267,29.62814,35.2259,36.86525,2.63894
2017-12-04,31.46741,26.02958,23.15073,36.38544,2.9988
2017-12-05,30.86765,27.30907,25.14994,36.70531,3.07876
2017-12-06,34.18632,28.90843,24.39024,37.10515,2.43902
2017-12-07,33.78648,27.02918,22.9908,36.58536,2.71891
2017-12-08,29.58816,24.95001,21.35145,32.14714,2.63894
2017-12-09,29.90803,27.10915,24.15033,35.26589,2.87884
2017-12-10,34.18632,30.82766,26.9892,41.66333,2.87884
2017-12-11,33.94642,31.86725,23.55057,37.66493,2.15913
2017-12-12,34.10635,28.14874,22.19112,36.26549,2.19912
2017-12-13,33.54658,27.34906,24.27029,36.42542,2.11915
2017-12-14,32.9868,23.51059,22.83086,35.06597,2.51899
2017-12-15,32.18712,22.35105,21.83126,32.46701,2.75889
2017-12-16,30.54778,25.2299,22.55097,33.70651,2.59896
2017-12-17,34.26629,35.14594,27.02918,38.02479,1.95921
2017-12-18,35.7457,24.91003,20.39184,30.70771,2.2391
2017-12-19,29.988,26.62934,21.31147,32.9868,3.07876
2017-12-20,32.78688,22.75089,21.55137,34.06637,2.35905
2017-12-21,32.58696,23.91043,19.55217,32.26709,2.39904
2017-12-22,30.9876,25.66973,18.63254,28.9884,2.31907
2017-12-23,31.10755,24.31027,18.31267,28.66853,2.15913
2017-12-24,30.14794,24.15033,21.87125,31.42742,2.51899
2017-12-25,30.30787,24.79008,22.55097,33.58656,2.79888
2017-12-26,34.46621,23.31067,21.03158,29.82806,2.11915
2017-12-27,32.46701,24.15033,22.55097,34.14634,3.67852
2017-12-28,30.42782,24.43022,22.63094,34.82606,2.2391
2017-12-29,31.02758,22.9908,18.19272,30.38784,3.27868
2017-12-30,29.7481,21.43142,18.31267,30.7477,3.19872
2017-12-31,33.30667,24.03038,19.55217,33.50659,3.91843
2018-01-01,30.58776,23.71051,20.27189,31.34746,2.67892
2018-01-02,35.50579,22.15113,17.95281,31.02758,3.67852
2018-01-03,39.984,25.58976,21.51139,34.2263,4.35825
2018-01-04,42.46301,25.62974,21.27149,36.34546,3.51859
2018-01-05,35.06597,23.03078,19.67213,32.46701,3.59856
2018-01-06,33.10675,27.26909,22.9908,35.38584,2.91883
2018-01-07,34.94602,26.54938,19.59216,32.66693,3.15873
2018-01-08,37.42502,24.2303,20.63174,34.50619,3.07876
2018-01-09,38.94442,26.7493,22.07117,41.58336,3.71851
2018-01-10,34.66613,26.54938,24.11035,39.984,3.27868
2018-01-11,36.26549,27.62894,24.19032,41.9832,3.67852
2018-01-12,35.30587,26.94922,23.03078,39.06437,2.35905
2018-01-13,36.38544,30.2279,25.66973,37.50499,2.59896
2018-01-14,35.7457,29.58816,22.15113,40.10395,3.63854
2018-01-15,34.986,24.87005,20.2319,37.90483,3.11875
2018-01-16,33.58656,28.18872,20.79168,41.78328,3.2387
2018-01-17,34.94602,29.18832,20.9916,37.18512,4.19832
2018-01-18,38.42463,26.38944,21.59136,37.7449,3.79848
2018-01-19,35.9856,27.78888,21.79128,37.14514,3.95841
2018-01-20,33.14674,26.02958,22.19112,35.10595,3.07876
2018-01-21,35.18592,28.34866,22.55097,37.26509,3.55857
2018-01-22,47.18112,29.34826,22.63094,36.50539,6.03758
2018-01-23,43.78248,28.78848,22.83086,38.54458,5.03798
2018-01-24,36.90523,28.78848,24.39024,40.7437,4.67812
2018-01-25,41.14354,30.38784,24.2303,41.58336,3.91843
2018-01-26,35.34586,26.90923,21.75129,39.46421,3.55857
2018-01-27,37.14514,28.86845,21.35145,39.34426,2.87884
2018-01-28,38.14474,31.18752,21.95121,43.42263,3.71851
2018-01-29,37.9848,28.02878,22.19112,41.54338,3.35865
2018-01-30,38.78448,29.06837,22.11115,39.90403,3.43862
2018-01-31,37.94482,26.58936,20.2319,38.90443,2.91883
2018-02-01,40.18392,26.2295,21.63134,35.94562,4.63814
2018-02-02,40.70371,24.55017,20.9916,35.42582,3.4786
2018-02-03,33.50659,24.27029,20.51179,34.82606,3.35865
2018-02-04,38.9844,27.06917,23.11075,39.26429,3.31867
2018-02-05,39.26429,25.78968,20.2319,38.82447,3.15873
2018-02-06,38.7445,24.71011,20.11195,37.02518,3.75849
2018-02-07,37.78488,22.91083,19.75209,33.7465,4.91803
2018-02-08,35.54578,21.15153,16.91323,32.26709,4.19832
2018-02-09,34.10635,23.83046,18.55257,34.30627,4.35825
2018-02-10,32.66693,30.94762,20.03198,31.42742,4.07836
2018-02-11,39.90403,28.10875,20.83166,35.70571,3.2387
2018-02-12,42.70291,28.82846,21.91123,35.30587,3.39864
2018-02-13,39.18432,23.91043,20.03198,33.58656,3.59856
2018-02-14,37.34506,21.47141,21.11155,29.06837,3.4786
2018-02-15,32.9868,22.39104,17.07317,29.988,2.83886
2018-02-16,34.7461,21.07157,16.39344,30.10795,3.11875
2018-02-17,38.14474,26.26949,20.07197,33.90643,2.55897
2018-02-18,40.58376,26.34946,20.27189,35.50579,3.11875
2018-02-19,39.46421,24.59016,17.11315,36.10555,3.83846
2018-02-20,36.26549,26.7493,18.55257,36.70531,3.79848
2018-02-21,36.38544,28.26869,20.9916,37.70491,4.75809
2018-02-22,36.90523,23.11075,18.9924,37.42502,4.35825
2018-02-23,32.34706,24.47021,17.07317,35.46581,2.79888
2018-02-24,36.18552,23.39064,19.15233,33.02678,4.07836
2018-02-25,33.10675,24.27029,19.39224,36.66533,4.83806
2018-02-26,36.30547,24.51019,19.43222,37.26509,4.71811
2018-02-27,34.26629,25.02998,19.31227,37.10515,5.67772
2018-02-28,37.62495,23.59056,19.55217,38.50459,4.27828
2018-03-01,38.30467,24.67013,20.95161,37.82487,3.67852
2018-03-02,34.7461,20.51179,17.2331,32.42702,4.43822
2018-03-03,34.06637,20.67173,18.87245,32.26709,5.19792
2018-03-04,37.94482,21.95121,18.79248,35.14594,6.2375
2018-03-05,34.58616,18.95241,15.75369,32.02718,4.11835
2018-03-06,40.66373,21.2315,14.87405,33.58656,6.95721
2018-03-07,38.94442,20.2319,17.87285,30.7477,4.67812
2018-03-08,38.10475,23.03078,18.43262,35.86565,4.91803
2018-03-09,37.46501,18.19272,16.59336,31.82726,4.55817
2018-03-10,36.46541,21.71131,17.87285,36.94522,5.83766
2018-03-11,41.70331,28.14874,22.71091,40.38384,6.71731
2018-03-12,36.10555,23.71051,18.15273,32.9868,7.19712
2018-03-13,38.82447,23.35065,17.67293,33.94642,7.19712
2018-03-14,43.34266,20.27189,15.83366,33.14674,9.15633
2018-03-15,42.86285,22.67093,18.95241,34.70611,6.27748
2018-03-16,41.58336,24.51019,19.31227,35.82566,6.51739
2018-03-17,36.02558,24.71011,19.75209,33.62654,6.35745
2018-03-18,37.82487,23.43062,20.2319,35.9856,6.19752
2018-03-19,41.58336,24.11035,19.31227,39.06437,6.35745
2018-03-20,38.78448,24.07037,17.95281,37.66493,7.71691
2018-03-21,39.82407,26.30947,19.63214,38.42463,5.2379
2018-03-22,37.7449,22.43102,17.43302,38.18472,6.95721
2018-03-23,37.26509,20.59176,17.2331,35.02598,7.31707
2018-03-24,32.82686,21.75129,17.83286,34.14634,6.63734
2018-03-25,35.34586,24.07037,19.35225,37.38504,7.83686
2018-03-26,42.30307,23.47061,17.03318,36.70531,8.11675
2018-03-27,38.42463,21.67133,16.63334,36.94522,9.35625
2018-03-28,37.30507,19.67213,16.15353,34.34626,8.43662
2018-03-29,37.2251,20.87165,15.95361,35.18592,9.27628
2018-03-30,34.46621,21.27149,17.15313,32.26709,8.35665
2018-03-31,33.10675,20.75169,17.71291,30.78768,7.71691
2018-04-01,34.986,20.03198,18.07277,34.34626,7.63694
2018-04-02,39.22431,17.91283,14.87405,33.62654,9.39624
2018-04-03,39.18432,20.91163,15.15393,34.14634,11.67532
2018-04-04,35.94562,21.11155,17.51299,34.46621,7.71691
2018-04-05,36.86525,23.11075,18.2327,37.62495,6.59736
2018-04-06,38.46461,25.38984,19.63214,33.18672,9.79608
2018-04-07,33.46661,24.03038,21.91123,35.26589,5.79768
2018-04-08,35.78568,24.07037,21.75129,39.10435,6.19752
2018-04-09,38.54458,23.9904,21.2315,39.02439,7.19712
2018-04-10,39.7441,22.15113,17.51299,34.26629,8.27668
2018-04-11,39.90403,23.03078,19.992,36.58536,9.03638
2018-04-12,38.18472,23.75049,17.27309,36.78528,8.71651
2018-04-13,36.9852,22.15113,19.43222,34.50619,7.95681
2018-04-14,34.7461,26.10955,24.2303,36.58536,5.27788
2018-04-15,35.38584,23.75049,21.35145,37.14514,6.79728
2018-04-16,40.90363,22.39104,19.43222,35.30587,8.75649
2018-04-17,42.62295,22.51099,18.71251,40.58376,8.91643
2018-04-18,45.02199,22.95081,18.59256,33.94642,9.63614
2018-04-19,76.16953,22.55097,18.75249,37.66493,9.91603
2018-04-20,48.46061,20.55177,17.03318,36.10555,11.43542
2018-04-21,52.13914,22.95081,20.03198,35.2259,10.55577
2018-04-22,49.66013,28.62854,25.54978,39.02439,9.07636
2018-04-23,42.82287,27.70891,20.47181,39.34426,8.11675
2018-04-24,44.78208,24.83006,20.95161,38.02479,6.59736
2018-04-25,41.62335,23.19072,17.19312,35.38584,9.55617
2018-04-26,38.46461,20.79168,17.91283,33.82646,9.31627
2018-04-27,36.26549,20.91163,15.67373,28.46861,7.79688
2018-04-28,29.46821,20.07197,18.31267,29.02838,7.27708
2018-04-29,33.78648,22.79088,17.87285,29.70811,9.87604
2018-04-30,35.70571,19.27229,14.63414,29.38824,10.75569
2018-05-01,33.06677,20.2319,15.67373,29.7481,10.19592
2018-05-02,36.46541,24.55017,16.55337,32.82686,7.59696
2018-05-03,36.90523,21.35145,16.31347,33.14674,9.11635
2018-05-04,33.82646,18.19272,16.55337,29.42822,7.19712
2018-05-05,31.54738,17.95281,15.75369,27.42902,7.07716
2018-05-06,33.62654,18.87245,18.51259,31.18752,7.83686
2018-05-07,40.02399,24.67013,15.79368,32.42702,9.35625
2018-05-08,46.14154,20.67173,14.75409,31.02758,9.83606
2018-05-09,39.10435,20.91163,16.03358,33.78648,10.9956
2018-05-10,39.26429,21.19152,15.39384,30.9876,9.55617
2018-05-11,36.30547,20.39184,15.15393,30.2279,10.15593
2018-05-12,35.58576,22.07117,15.95361,33.58656,7.11715
2018-05-13,38.10475,19.992,15.63374,31.9872,9.15633
2018-05-14,40.82367,20.55177,13.83446,30.54778,11.31547
2018-05-15,45.10195,21.2315,13.95441,28.70851,15.35385
2018-05-16,44.66213,22.15113,14.59416,31.86725,12.91483
2018-05-17,35.9856,18.31267,22.9908,28.70851,10.71571
2018-05-18,50.09996,21.55137,15.47381,27.26909,8.87644
2018-05-19,35.94562,18.75249,14.59416,26.70931,7.51699
2018-05-20,36.30547,20.31187,15.83366,28.2287,8.9964
2018-05-21,39.02439,20.83166,14.59416,29.38824,10.9956
2018-05-22,39.02439,20.39184,15.39384,32.18712,9.03638
2018-05-23,40.82367,19.35225,13.9944,29.46821,10.11595
2018-05-24,42.54298,19.55217,15.31387,28.7485,14.43422
2018-05-25,38.18472,18.27269,12.75489,30.38784,12.79488
2018-05-26,36.86525,18.47261,14.994,29.30827,12.31507
2018-05-27,37.46501,20.07197,15.47381,31.54738,9.2363
2018-05-28,40.66373,18.39264,14.67413,29.70811,13.71451
2018-05-29,43.22271,21.67133,15.19392,32.70691,13.51459
2018-05-30,43.46261,20.2319,13.9944,30.10795,13.11475
2018-05-31,40.38384,18.63254,14.35425,29.66813,12.15513
2018-06-01,38.78448,16.91323,12.71491,29.10835,13.51459
2018-06-02,36.2255,18.75249,14.79408,27.78888,13.51459
2018-06-03,45.02199,18.31267,14.51419,30.70771,14.55417
2018-06-04,40.90363,18.95241,13.39464,28.34866,15.67373
2018-06-05,42.58296,19.63214,14.31427,30.58776,15.87365
2018-06-06,41.22351,18.63254,15.9936,32.2271,16.51339
2018-06-07,45.30187,18.47261,14.71411,29.30827,15.43382
2018-06-08,38.94442,18.03278,13.91443,27.66893,13.19472
2018-06-09,34.58616,18.87245,15.35385,26.78928,11.79528
2018-06-10,36.90523,20.95161,17.43302,28.62854,11.91523
2018-06-11,40.46381,19.992,14.63414,29.82806,12.31507
2018-06-12,43.26269,20.63174,15.83366,32.46701,12.475
2018-06-13,39.78408,21.11155,18.67253,32.86685,12.475
2018-06-14,39.78408,19.71211,15.27389,32.14714,12.15513
2018-06-15,34.2263,18.07277,13.79448,30.10795,10.95561
2018-06-16,33.78648,19.95201,17.83286,28.34866,11.35545
2018-06-17,38.10475,19.75209,15.95361,31.66733,12.91483
2018-06-18,37.82487,18.67253,12.35505,28.62854,14.39424
2018-06-19,39.14434,18.47261,13.2347,29.54818,12.31507
2018-06-20,41.30347,19.75209,14.71411,28.42862,13.9944
2018-06-21,43.66253,18.39264,13.19472,28.38864,15.27389
2018-06-22,39.34426,18.9924,13.39464,27.14914,14.2343
2018-06-23,35.62574,21.35145,14.67413,26.86925,11.11555
2018-06-24,34.62614,22.35105,15.03398,27.42902,13.87445
2018-06-25,37.30507,21.11155,12.95481,30.50779,16.75329
2018-06-26,35.78568,19.31227,12.91483,30.42782,11.71531
2018-06-27,37.66493,20.47181,14.43422,29.46821,11.83526
2018-06-28,32.94682,21.19152,11.79528,26.58936,9.87604
2018-06-29,35.78568,21.19152,13.2347,28.54858,11.75529
2018-06-30,34.90603,22.87085,15.11395,32.7469,10.95561
2018-07-01,35.02598,23.67053,13.9944,31.58736,9.87604
2018-07-02,38.90443,21.15153,14.19432,30.14794,10.35585
2018-07-03,39.94402,21.11155,14.2343,30.58776,13.75449
2018-07-04,38.02479,19.95201,13.15473,28.42862,16.95321
2018-07-05,37.86485,21.07157,14.55417,28.86845,13.19472
2018-07-06,34.94602,18.39264,15.27389,29.70811,10.07596
2018-07-07,36.58536,19.35225,13.2347,28.90843,9.83606
2018-07-08,34.986,18.79248,13.83446,27.58896,9.43622
2018-07-09,36.10555,18.27269,12.83486,28.78848,10.75569
2018-07-10,39.82407,19.43222,12.63494,27.34906,12.63494
2018-07-11,35.82566,20.43182,12.79488,28.70851,14.15433
2018-07-12,37.66493,19.67213,11.95521,28.66853,18.19272
2018-07-13,38.7445,18.59256,12.91483,28.86845,17.51299
2018-07-14,36.78528,17.35305,12.07516,25.82966,15.15393
2018-07-15,37.14514,18.75249,14.71411,26.34946,17.27309
2018-07-16,40.62375,17.43302,12.27508,27.38904,21.95121
2018-07-17,40.18392,18.59256,12.59496,27.78888,20.07197
2018-07-18,43.34266,20.67173,13.15473,26.66933,22.03118
2018-07-19,43.14274,18.95241,12.95481,24.67013,22.43102
2018-07-20,38.66453,18.75249,12.35505,24.35025,19.35225
2018-07-21,36.94522,21.2315,12.43502,27.2291,15.19392
2018-07-22,38.86445,31.30747,13.2347,29.30827,19.31227
2018-07-23,41.86325,21.15153,11.83526,26.86925,23.27069
2018-07-24,40.66373,20.55177,14.75409,28.62854,23.35065
2018-07-25,40.34386,21.03158,13.95441,25.94962,20.59176
2018-07-26,42.46301,22.47101,13.03478,30.06797,20.35185
2018-07-27,38.94442,18.9924,13.03478,26.38944,16.59336
2018-07-28,35.30587,16.83326,14.39424,26.26949,13.07477
2018-07-29,33.10675,17.83286,13.79448,25.94962,12.83486
2018-07-30,38.26469,20.07197,13.51459,28.46861,14.75409
2018-07-31,39.78408,20.67173,13.75449,28.42862,15.2339
2018-08-01,39.30427,22.75089,14.31427,26.46941,16.79328
2018-08-02,40.18392,21.03158,13.11475,25.58976,19.79208
2018-08-03,39.06437,20.75169,13.79448,28.9884,14.79408
2018-08-04,34.78608,19.51219,13.47461,25.06997,12.63494
2018-08-05,35.9856,20.19192,13.43462,25.62974,13.91443
2018-08-06,39.22431,21.31147,14.11435,26.86925,14.67413
2018-08-07,42.22311,21.07157,14.67413,28.26869,13.35465
2018-08-08,44.10235,22.11115,13.9944,30.06797,15.11395
2018-08-09,34.42622,21.51139,14.11435,31.82726,13.35465
2018-08-10,38.54458,21.11155,15.27389,28.54858,12.9948
2018-08-11,39.94402,20.15193,15.47381,28.10875,10.31587
2018-08-12,39.984,20.95161,15.59376,28.86845,11.55537
2018-08-13,37.9848,20.67173,14.91403,26.7493,11.51539
2018-08-14,38.26469,20.87165,14.83406,28.30867,12.43502
2018-08-15,39.38424,21.67133,15.27389,28.62854,11.19552
2018-08-16,38.10475,20.27189,12.51499,25.7497,10.27588
2018-08-17,35.10595,23.27069,13.55457,27.06917,9.27628
2018-08-18,38.06477,18.43262,14.95401,25.82966,7.477
2018-08-19,37.30507,22.31107,15.11395,26.62934,10.07596
2018-08-20,37.90483,18.43262,14.71411,26.06957,10.27588
2018-08-21,36.46541,22.27109,13.9944,27.46901,10.07596
2018-08-22,40.7437,20.27189,15.39384,28.82846,10.59576
2018-08-23,36.86525,19.03238,13.9944,26.86925,10.31587
2018-08-24,37.86485,19.2323,15.63374,26.94922,8.2367
2018-08-25,35.82566,20.55177,14.75409,27.02918,7.19712
2018-08-26,35.86565,20.83166,16.27349,29.06837,8.31667
2018-08-27,35.14594,20.35185,15.59376,28.02878,6.71731
2018-08-28,36.86525,20.35185,13.51459,29.90803,7.59696
2018-08-29,36.66533,21.71131,14.79408,29.7481,7.27708
2018-08-30,34.2263,20.39184,13.55457,29.58816,8.71651
2018-08-31,33.34666,19.47221,14.994,28.34866,7.35705
2018-09-01,30.26789,20.11195,14.55417,25.42982,6.2375
2018-09-02,35.82566,22.07117,14.35425,26.86925,5.9976
2018-09-03,39.10435,20.43182,13.95441,27.06917,6.19752
2018-09-04,40.02399,20.51179,13.55457,25.78968,7.11715
2018-09-05,36.50539,19.83206,15.31387,28.34866,6.9972
2018-09-06,37.82487,20.43182,14.71411,27.34906,7.51699
2018-09-07,31.14754,19.07237,17.19312,25.90963,6.35745
2018-09-08,33.34666,22.87085,19.95201,29.14834,4.63814
2018-09-09,35.34586,23.07077,20.19192,31.86725,4.79808
2018-09-10,35.34586,19.992,15.47381,26.90923,6.59736
2018-09-11,36.78528,22.19112,17.11315,30.90763,6.19752
2018-09-12,46.70131,23.63054,15.55377,30.62774,6.55737
2018-09-13,44.82207,24.43022,17.79288,30.94762,7.19712
2018-09-14,41.70331,22.35105,16.43342,29.54818,6.03758
2018-09-15,37.54498,23.31067,17.9928,31.9872,5.83766
2018-09-16,35.66573,22.31107,18.95241,29.7481,6.03758
2018-09-17,40.54378,21.91123,16.9932,31.38744,6.63734
2018-09-18,35.82566,21.15153,16.83326,28.58856,7.11715
2018-09-19,35.66573,19.67213,16.11355,26.70931,5.35785
2018-09-20,35.50579,19.55217,18.11275,28.62854,4.95801
2018-09-21,32.18712,20.95161,16.11355,25.58976,4.75809
2018-09-22,35.54578,18.83246,15.51379,25.70971,4.51819
2018-09-23,28.14874,20.35185,16.35345,24.15033,4.91803
2018-09-24,27.70891,17.47301,16.07357,26.26949,4.19832
2018-09-25,30.86765,23.07077,18.27269,29.38824,4.91803
2018-09-26,34.46621,24.15033,18.11275,29.10835,5.11795
2018-09-27,37.46501,22.51099,19.75209,30.38784,5.67772
2018-09-28,34.62614,21.63134,18.75249,32.46701,4.71811
2018-09-29,32.86685,23.39064,18.67253,29.90803,4.79808
2018-09-30,34.86605,24.31027,21.95121,32.9868,4.35825
2018-10-01,36.50539,22.91083,18.2327,32.30707,3.83846
2018-10-02,34.62614,25.34986,17.39304,29.66813,4.35825
2018-10-03,100,24.19032,18.63254,33.10675,5.71771
2018-10-04,39.38424,24.27029,18.27269,30.58776,4.75809
2018-10-05,37.26509,24.47021,18.27269,31.02758,4.87804
2018-10-06,34.14634,23.55057,19.83206,30.02798,4.31827
2018-10-07,32.94682,24.71011,20.9916,30.90763,3.75849
2018-10-08,38.06477,25.38984,20.03198,34.10635,5.31787
2018-10-09,36.38544,27.50899,23.03078,35.26589,4.39824
2018-10-10,39.38424,25.62974,23.2307,36.10555,4.35825
2018-10-11,34.46621,29.30827,22.35105,33.54658,4.75809
2018-10-12,33.14674,23.91043,17.79288,34.2263,3.95841
2018-10-13,34.54618,26.06957,22.47101,32.50699,3.55857
2018-10-14,32.2271,28.82846,23.87045,32.7469,4.35825
2018-10-15,38.42463,27.66893,20.03198,35.18592,4.11835
2018-10-16,36.34546,25.46981,19.2323,34.42622,4.79808
2018-10-17,35.34586,25.58976,18.47261,33.62654,4.51819
2018-10-18,38.54458,27.02918,20.39184,32.34706,4.63814
2018-10-19,37.02518,23.95041,20.19192,29.50819,3.95841
2018-10-20,33.2267,23.43062,20.55177,32.38704,4.07836
2018-10-21,42.86285,25.58976,20.63174,31.62734,4.95801
2018-10-22,37.34506,25.62974,19.75209,32.62694,4.43822
2018-10-23,36.34546,27.9888,21.2315,35.18592,4.63814
2018-10-24,37.90483,26.78928,20.19192,33.58656,4.51819
2018-10-25,32.86685,22.83086,18.95241,30.94762,5.07796
2018-10-26,34.46621,25.7497,18.55257,30.34786,4.15833
2018-10-27,31.02758,26.18952,20.71171,33.50659,3.63854
2018-10-28,35.90563,24.95001,19.75209,33.14674,3.4786
2018-10-29,38.70451,25.42982,19.11235,35.02598,4.67812
2018-10-30,37.66493,29.62814,18.87245,35.34586,3.95841
2018-10-31,34.30627,25.2299,19.19232,33.46661,3.43862
2018-11-01,33.90643,24.87005,17.79288,29.54818,4.4782
2018-11-02,35.30587,21.59136,17.03318,28.42862,3.91843
2018-11-03,31.70731,25.10995,17.27309,30.9876,5.43782
2018-11-04,30.62774,26.7493,21.31147,33.30667,4.75809
2018-11-05,37.90483,25.34986,18.63254,32.7469,4.91803
2018-11-06,37.46501,25.90963,18.47261,30.14794,4.31827
2018-11-07,37.18512,29.46821,19.67213,34.62614,4.59816
2018-11-08,38.26469,27.9888,20.55177,33.42662,3.03878
2018-11-09,35.30587,25.26989,18.19272,32.30707,4.11835
